specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
SL,Otorhinolaryngology,SL022B,Removal of Ranula,9000,"Clinical notes and Clinical photograph, MLC/FIR for traumatic injuries and circumstances of the incident which led to rupture of salivary duct","Histopathology report, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",No,--
SL,Otorhinolaryngology,SL022C,Removal of Submandibular Lymph node,9000,"Clinical notes to establigh indication; Biopsy if tumour, Clinical Photograph of affected part","Histopathology report, post procedure clinical photograph of affected part, detailed operative notes; detailed discharge summary",No,--
SL,Otorhinolaryngology,SL023A,Rigid laryngoscopy - Diagnostic + / - biopsy,7000,Clinical notes with planned line of treatment,"Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL023B,Rigid bronchoscopy -  Diagnostic + / - biopsy,7000,Clinical notes with planned line of treatment,"Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL023C,Rigid oesophagoscopy - Diagnostic + / - biopsy,7000,Clinical notes with planned line of treatment,"Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL024A,Microlaryngeal surgery with or without laser,17000,"Indication for surgery with supporting investigation reports, laryngoscopy findings +/- Laryngeal electromyography","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL026A,Tracheostomy,6000,Clinical notes with planned line of treatment justifying indication,"Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL026B,Tracheotomy,6000,Clinical notes with planned line of treatment justifying indication,"Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL033A,Closed reduction for fracture of maxilla,9200,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL033B,Closed reduction for fracture of mandible,9200,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL033C,Closed reduction for fracture of zygoma,9200,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL033D,Closed reduction and Intermaxillary fixation for fracture of mandible,9200,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL034A,Open reduction and internal fixation of maxilla,14000,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL034B,Open reduction and internal fixation of mandible,14000,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL034C,Open reduction and internal fixation of zygoma,14000,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL035A,Turbinate reduction,1200,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL035B,Biopsy,1200,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL035C,Intratympanic injections,1200,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SL035D,Wide bore aspiration,1200,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure  Photograph of affected part, Histopathology report",No,--
SL,Otorhinolaryngology,SLU100,Unspecified Surgical Package,0,NA,NA,No,--
SL,Otorhinolaryngology,SN035B,Neurectomy - Trigeminal,16500,"Clinical notes justifying the surgery,","Post procedure Clinical photgraph showing scar, detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SM,Oral and Maxillofacial Surgery,SM001A,Extraction of impacted tooth under LA,500,Dental X-ray / OPG (Orthopantomogram) showing impacted tooth Clinical Photograph,"Post procedure X-ray, extracted tooth, Detailed Procedure / Operative Notes,",Yes,No
SM,Oral and Maxillofacial Surgery,SM002A,Sequestrectomy ,1500,OPG showing necrosed tissue,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",Yes,No
SM,Oral and Maxillofacial Surgery,SM003A,TM joint ankylosis of both jaws - under GA,15000,"Clinical Photograph, X-Ray of affected area, CT;","Post procedure clinical photograph with mouth open, X Ray, detailed discharge summary Detailed Procedure / Operative Notes",No,--
SM,Oral and Maxillofacial Surgery,SM004A,Closed reduction (1 jaw) using wires -  under LA,5000,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",No,--
SM,Oral and Maxillofacial Surgery,SM004B,Open reduction (1 jaw) and fixing of plates / wire ? under GA ,12000,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",No,--
SM,Oral and Maxillofacial Surgery,SM005A,Enucleation / excision / marsupialization for cyst & tumour of Maxilla under LA,2500,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",No,--
SM,Oral and Maxillofacial Surgery,SM005B,Enucleation / excision / marsupialization for cyst & tumour of Mandible under LA,2500,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",No,--
SM,Oral and Maxillofacial Surgery,SM006A,Mandible Tumour Resection and reconstruction / Cancer surgery,6000,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",No,--
SM,Oral and Maxillofacial Surgery,SM007A,Release of fibrous bands & grafting - in (OSMF) treatment under GA,3000,"Clinical notes and Oral Biopsy confirming the diagnosis, Clinical Photograph","Detailed Procedure / Operative Notes detailing grafting, detailed discharge summary, Post procedure clinical photograph",No,--
SM,Oral and Maxillofacial Surgery,SMU100,Unspecified Surgical Package,0,NA,NA,No,--
SM,Oral and Maxillofacial Surgery,SS001A,Cleft Lip and Palate Surgery (per stage),15000,Clinical notes and Clinical Photograph,"Detailed discharge summary, detailed Procedure / Operative Notes, Post procedure clinical photograph",No,--
SN,Neurosurgery,SN001A,Depressed Fracture,40000,Clinical notes and CT confirming diagnosis,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN002A,CranioPlasty with Endogenous graft,20000,CT/MRI,"Post procedure Imaging wih film (CT/Xray), Post procedure Clinical photgraph , Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN002B,CranioPlasty with Exogenous graft,20000,CT/MRI,"Post procedure Imaging wih film (CT/Xray), Post procedure Clinical photgraph , Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN003A,Twist Drill Craniostomy,15000,Clinical notes and CT,"Post procedure Imaging with film (CT/MRI), Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes. Discharge summary ",No,--
SN,Neurosurgery,SN004A,Craniostenosis,28000,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN005A,Anterior,36000,Clinical notes and CT/MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN005B,Lumbar,36000,Clinical notes and CT/MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN005C,Occipital,50000,Clinical notes and CT/MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN006A,Gocussa,50000,Clinical notes and CT supporting surgery,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN006B,Posterior,50000,Clinical notes and CT supporting surgery,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN007A,Duroplasty with Endogenous graft,12500,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN007B,Duroplasty with Exogenous graft,12500,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar; detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN008A,Burr hole,7000,Clinical notes and CT/MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN008B,Burr hole surgery with chronic Sub Dural Haematoma ,20000,Clinical notes and CT/MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN009A,Head injuries,55000,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN009B,Hypertensive,50000,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN009C,Child - subdural ,50000,Clinical notes and CT/ MRI establishing need of surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN010A,Excision of Brain Abscess,36000,Clinical notes and CT,"Pus C/s, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN011A,Abscess Tapping,20000,Clinical notes and CT,"Pus C/s, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN012A,Epilepsy Surgery,50000,"Clinical notes and EEG, Neurologist report, CT/MRI","Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN013A,Brain Biopsy,15000,"Clinical notes and CT/MRI, suspected differential diagnosis","Histopathology, Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN014A,Excision of Orbital Tumour ,40000,Clinical notes and CT/ MRI report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes. HPE report",No,--
SN,Neurosurgery,SN015A,Parasagital,50000,Clinical notes and CT/MRI,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN015B,Basal,50000,Clinical notes and CT/MRI,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN015C,Brainstem,50000,Clinical notes and CT/MRI,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN015D,C P Angle,50000,Clinical notes and CT/MRI,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN015E,Supratentorial & others ,55000,Clinical notes and CT/MRI,"Histopathology, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN016A,Stereotactic Lesioning,60000,Clinical notes from neuorlogist/ psychiatriat / MRI,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN017A,Trans Sphenoidal  Surgery,50000,Clinical notes and MRI supporting surgery,"Histopathology, Post procedure Imaging with film (MRI), Detailed Procedure / Operative Notes. Detailed discharge summary. ",No,--
SN,Neurosurgery,SN018A,Trans oral Surgery,40000,X ray and MRI Spine,"Post procedure Imaging with film (X-ray), Detailed discharge summary, Detailed Procedure / Operative Notes. HPE report",No,--
SN,Neurosurgery,SN019A,Transoral surgery (Anterior) and CV Junction (Posterior Sterilisation),55000,X ray and MRI Spine,"Post procedure Imaging with film (X-ray), Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN020A,"External Ventricular Drainage (EVD) 
including antibiotics",30000,Clinical noteand CT,"Analysis/ C/S of pus/ fluid removed, Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar , Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN021A,Ventricular Puncture,15000,Clinical notes and CT justifying procedure,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN022A,Ventriculo - peritoneal,30000,Clinical notes and CT/MRI,"Detailed discharge summary, Detailed Procedure / Operative Notes.Clinical Photograph",No,--
SN,Neurosurgery,SN022B,Ventriculo - pleural,30000,Clinical notes and CT/MRI,"Detailed discharge summary, Detailed Procedure / Operative Notes.Clinical Photograph",No,--
SN,Neurosurgery,SN022C,Ventriculo - atrial,30000,Clinical notes and CT/MRI,"Detailed discharge summary, Detailed Procedure / Operative Notes.Clinical Photograph",No,--
SN,Neurosurgery,SN022D,Theco - peritoneal,30000,Clinical notes and CT/MRI,"Detailed discharge summary, Detailed Procedure / Operative Notes.Clinical Photograph",No,--
SN,Neurosurgery,SN023A,Aneurysm Clipping including angiogram,50000,Clinical notes and CT-angio/MRA/DSA,"Post procedure Imaging with film (CT) showing clips, Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes., invoice of all the clip(s) used",No,--
SN,Neurosurgery,SN024A,Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,60000,Clinical notes and MRA/ DSA report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN025A,Intracranial,50000,Clinical notes and MRA/ DSA report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN025B,Intraspinal,50000,Clinical notes and MRA/ DSA report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN025C,Scalp,25000,Clinical notes and MRA/ DSA report,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN026A,Foramen Magnum Decompression,45000,Clinical notes and CT/MRI,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN027A,Skull Traction,8000,Clinical notes and Indication for skull traction supporting radiological evdience (CT/MRI).,"Clinical photgraph with traction applied, Detailed Procedure / Operative Notes detailing weights applied; Detailed discharge summary .",No,--
SN,Neurosurgery,SN028A,Posterior Cervical Discetomy without implant ,30000,Clinical notes and MRI,"Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN029A,"Posterior Cervical Fusion with implant 
(Lateral mass fixation) ",50000,Clinical notes and MRI,"Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes. Cervical spine X-ray showing implant",No,--
SN,Neurosurgery,SN030A,Cervical Disc Multiple level without Fusion ,40000,Clinical notes and MRI,"Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes. Cervical spine X-ray",No,--
SN,Neurosurgery,SN031A,Excision of Cervical Ribs ,20000,X-Ray chest/CT/MRI confirming Diagnosis.,"Post procedure Imaging with film (X Ray) Detailed Procedure / Operative Notes. Post procedure scar photo, Detailed discharge summary ",No,--
SN,Neurosurgery,SN033A,Lumbar Discectomy ,30000,Clinical notes and MRI establishing need of surgery,"Post op MRI, Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN035A,Neurectomy,16000,"Clinical notes justifying the surgery,","Post procedure Clinical photgraph showing scar, detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN036A,Cervical,40000,Clinical notes and MRI,"Intra procedure still photograph Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN036B,Lumbar,40000,Clinical notes and MRI,"Intra procedure still photograph Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN037A,Surgery for Spinal Canal Stenosis,40000,Clinical notes and MRI supporting surgery,Post op X-ray with film; Detailed discharge summary; Detailed Procedure / Operative Notes;,No,--
SN,Neurosurgery,SN039A,Spine - Extradural Haematoma,30000,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN039B,Spine - Extradural Haematoma with fixation,30000,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN040A,Spine - Intradural  Haematoma,40000,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN040B,Spine - Intradural  Haematoma with fixation,40000,Clinical notes and MRI supporting surgery,"Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN041A,Spine - Extradural Tumour,30000,Clinical notes and MRI supporting surgery,"Histopathology/ Biopsy report, Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN041B,Spine - Extradural Tumour with fixation,30000,Clinical notes and MRI supporting surgery,"Histopathology/ Biopsy report, Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN042A,Spine - Intradural Tumour,40000,Clinical notes and MRI supporting surgery,"Biopsy & HPE report; Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN042B,Spine - Intradural Tumour with fixation,40000,Clinical notes and MRI supporting surgery,"Biopsy & HPE report; Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes",No,--
SN,Neurosurgery,SN043A,Spine - Intramedullar Tumour,50000,Clinical notes and MRI supporting surgery,"Histopathology, Post procedure Imaging with film (X-ray/ CT), Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN043B,Spine - Intramedullar Tumour with fixation,50000,Clinical notes and MRI supporting surgery,"Histopathology, Post procedure Imaging with film (X-ray/ CT), Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes. Detailed discharge summary ",No,--
SN,Neurosurgery,SN044A,R. F. Lesioning for Trigeminal Neuralgia ,16500,Clinical notes establishing diagnosis of Trigeminal neuralgia and justification of local neurectomy with MRI / CT,"Intra procedure clinical CD/ series of still photographs; Detailed Procedure / Operative Notes, detailed discharge summary; invoice of RF probe",No,--
SN,Neurosurgery,SN045A,Brachial Plexus ? Repair,27000,Clinical notes and MRI report,"Detailed discharge summary, Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN047A,Nerve Decompression,16000,Clinical notes and NCV,"Detailed discharge summary, Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN048A,Cranial Nerve Anastomosis,32000,Clinical notes and MRI justifying surgery,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN049A,Minor,15000,Clinical notes and Nerve Conduction Velocity (NCV) and Electromyography (EMG) reports,"Detailed discharge summary, Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN049B,Major,30000,Clinical notes and Nerve Conduction Velocity (NCV) and Electromyography (EMG) reports,"Detailed discharge summary, Post procedure Clinical photgraph showing scar, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN050A,Nerve Biopsy excluding Hensens,7000,"Clinical notes and Reports of previous investigations and treatment taken ruling out Hensen's, differentials suspected, need for Nerve Biopsy",HPE Report of Nerve Biopsy: Detailed Proedure notes; detailed discharge summary,No,--
SN,Neurosurgery,SN051A,Muscle Biopsy with report,7000,Clinical notes and Electromyography (EMG) reports,"Histopathology, Post procedure Clinical photgraph showing scar Detailed discharge summary,, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN052A,Anterior Encephalocele,50000,Clinical notes and CT/MRI as Evidence,"Post procedure Imaging with film (CT), Post procedure Clinical photgraph showing scar, Detailed discharge summary Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN053A,Spina Bifida Surgery,36000,Clinical notes and CT,"Post procedure Clinical photgraph showing scar, Detailed discharge summary, Detailed Procedure / Operative Notes.",No,--
SN,Neurosurgery,SN054A,Gamma Knife radiosurgery (GKRS) / SRS for tumours / Arteriovenous malformation (AVM),75000,Clinical notes and CT/ MRI report; Is the EHCP equipped with Gamma Knife?,"Intra procedure clinical photograph, treating doctor's consultation paper showing planning for RT treatment and the RT chart, detailed discharge summary",No,--
SN,Neurosurgery,SNU100,Unspecified Surgical Package,0,NA,NA,No,--
SO,Obstetrics  Gynaecology,SO001A,Lap. Salpingo-oophrectomy,14000,"Clinical notes establishing indication, USG Abdomen Pelvis/ CT/ MRI abdomen Pelvis","Detailed Operative notes,HPE Pic of specimen. Intraop stills with date & patient ID, Detailed discharge summary",No,--
SO,Obstetrics  Gynaecology,SO003A,"Laparoscopic tubal surgeries 
(for any indication including ectopic pregnancy)",13900,"Clinical notes establishing indication for the procedure, USG uterus & adnexa, Beta HCG","Detailed Operative notes, HPE if ectopic pregnancy or salpingectomy for any other indication, Detailed discharge summary ",No,--
SO,Obstetrics  Gynaecology,SO004A,Procedure on Fallopian Tube for establishing Tubal Patency,11600,Indication of the procedure preferably with record of previous sterilization/ reason for non-availability,Detailed discharge summary; Detailed Operative notes. Intra procedure clinical photograph,No,--
SO,Obstetrics  Gynaecology,SO005A,Laparotomy for broad ligament haematoma,16000,Clinical notes with physical examination findings supported by evidence of hematoma (USG),Detailed discharge summary; Detailed Operative notes. Intra procedure clinical photograph,No,--
SO,Obstetrics  Gynaecology,SO006A,Abdominal Myomectomy,20000,"Clinical notes establishing indication, USG Abdomen Pelvis/ MRI abdomen. Pap smear","Detailed Operative notes,HPE, Pic of specimen removed- Gross and Histopathology, Detailed discharge summary",Yes,No
SO,Obstetrics  Gynaecology,SO007A,Hysteroscopic myomectomies,9900,physical examination findings with indications for the procedure. USG pelvis / MRI Pelvis,"Detailed Operative notes, HPE, Intraop stills with date & patient ID, Detailed discharge summary ",No,--
SO,Obstetrics  Gynaecology,SO008A,Polypectomy,1500,"Clinical notes with planned line of treatment (including System Examination) and Relavant Investigations (USG Abdomen + Pelvis/ CT abdomen+ Pelvis), ","Procedure / Operative Notes, Intraop. Stills,Pic of specimen, Histopathology report, Detailed Discharge Summary",Yes,No
SO,Obstetrics  Gynaecology,SO009A,Hysteroscopic polypectomy,7200,"Admission Notes comprising of history and examination  with indications for the procedure, Relavant Investigations (establishing diagnosis),USG showing polyp","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE,Progress notes,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO010C,Non descent vaginal hysterectomy,20000,"Clinical notes with planned line of treatment (clearly indicating medical management tried and failed or not indicated. If failed documents proving duration of treatment and failure. The medical management should have been tried for atleast 4-6 months covering 1 course of hormone cycle), USG Abdomen + Pelvis, Pap smear, EB/EAC","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",Yes,No
SO,Obstetrics  Gynaecology,SO010D,Vaginal hysterectomy with anterior and posterior colpoperineorrhaphy,20000,"Clinical notes with planned line of treatment (clearly indicating medical management tried and failed or not indicated with reason. If failed documents proving duration of treatment and failure. The medical management should have been tried for atleast 4-6 months covering 1 course of hormone cycle), Photographic documentation with patient?s consent, Pap smear ( EB/EAC is optional )","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",No,--
SO,Obstetrics  Gynaecology,SO010E,Laparoscopic hysterectomy (TLH),20000,Clinical notes with planned line of treatment and USG Abdomen + Pelvis/ CT abdomen+ Pelvis confirming the indication,"Histopathology, Detailed Discharge Summary with Detailed operative notes",Yes,No
SO,Obstetrics  Gynaecology,SO010F,Laparoscopically assisted vaginal hysterectomy (LAVH),20000,"Admission Notes comprising of history and examination(clearly indicating medical management tried and failed or not indicated, with reason. If failed documents proving duration of treatment and failure. The medical management should have been tried for atleast 4-6 months covering 1 course of hormone cycle) , USG Abdomen + Pelvis/ MRI abdomen+ Pelvis confirming the indication, Pap smear, EB/EAC","Detailed Procedure / Operative Notes together with indication of surgery, Intraop. stills with date & patient ID, pic off gross specimen removed , HPE, Progress notes,detailed discharge summary.",Yes,No
